date,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,ITC.NS,LT.NS,SUNPHARMA.NS
2024-06-20,1456.139892578125,3510.431640625,810.1438598632812,1424.44775390625,375.6856994628906,3526.7890625,1439.6343994140625
2024-06-21,1436.872314453125,3532.2138671875,808.3967895507812,1440.70947265625,372.4019165039063,3468.45849609375,1435.9642333984375
2024-06-22,1436.872314453125,3532.2138671875,808.3967895507812,1440.70947265625,372.4019165039063,3468.45849609375,1435.9642333984375
2024-06-23,1436.872314453125,3532.2138671875,808.3967895507812,1440.70947265625,372.4019165039063,3468.45849609375,1435.9642333984375
2024-06-24,1424.2989501953125,3537.822021484375,811.6240234375,1435.4925537109375,375.6856994628906,3465.12255859375,1462.63330078125
2024-06-25,1436.822998046875,3557.888916015625,830.5266723632812,1449.4041748046875,375.6856994628906,3520.2646484375,1473.1051025390625
2024-06-26,1495.9844970703125,3574.017333984375,825.7464599609375,1448.2291259765625,376.2625732421875,3535.12939453125,1488.7149658203125
2024-06-27,1512.3126220703125,3646.59423828125,823.1500244140625,1478.919677734375,377.7270202636719,3497.304931640625,1483.91943359375
2024-06-28,1546.747314453125,3618.787109375,817.1565551757812,1472.7156982421875,377.1057434082031,3481.6552734375,1488.42138671875
2024-06-29,1546.747314453125,3618.787109375,817.1565551757812,1472.7156982421875,377.1057434082031,3481.6552734375,1488.42138671875
2024-06-30,1546.747314453125,3618.787109375,817.1565551757812,1472.7156982421875,377.1057434082031,3481.6552734375,1488.42138671875
2024-07-01,1541.5599365234375,3687.424560546875,827.5419921875,1495.3223876953125,380.7889099121094,3460.16748046875,1487.6873779296875
2024-07-02,1546.525146484375,3723.75927734375,839.8687744140625,1523.7568359375,377.6382446289063,3558.236083984375,1491.55322265625
2024-07-03,1533.927001953125,3675.421142578125,858.3346557617188,1529.7255859375,380.123291015625,3546.31494140625,1501.2421875
2024-07-04,1535.5079345703125,3727.049560546875,838.1945190429688,1551.5802001953125,380.7889099121094,3506.037353515625,1524.681396484375
2024-07-05,1569.6956787109375,3718.568359375,799.8311157226562,1548.572265625,384.87152099609375,3558.873779296875,1534.9573974609375
2024-07-06,1569.6956787109375,3718.568359375,799.8311157226562,1548.572265625,384.87152099609375,3558.873779296875,1534.9573974609375
2024-07-07,1569.6956787109375,3718.568359375,799.8311157226562,1548.572265625,384.87152099609375,3558.873779296875,1534.9573974609375
